Date,Asset,Return
2007-09-18,Asset1,0.011469256580333154
2007-09-19,Asset1,0.04094626156931791
2007-09-20,Asset1,0.0032118728998469237
2007-09-21,Asset1,0.018957147097464544
2007-09-24,Asset1,0.01956577078199495
2007-09-25,Asset1,0.0013482628604715163
2007-09-26,Asset1,0.0003340660905122306
2007-09-27,Asset1,0.012154600685659434
2007-09-28,Asset1,0.004159601200102392
2007-10-01,Asset1,0.00947954170303067
2007-10-03,Asset1,0.027984021130484704
2007-10-04,Asset1,-0.000412585864806414
2007-10-05,Asset1,-0.004377296442450662
2007-10-08,Asset1,-0.019427865847015946
2007-10-09,Asset1,0.0476194957215017
2007-10-10,Asset1,0.021436988185743022
2007-10-11,Asset1,0.015326778588471646
2007-10-12,Asset1,-0.017484654958734525
2007-10-15,Asset1,0.04460920229240539
2007-10-16,Asset1,-0.0004144500734910572
2007-10-17,Asset1,-0.019186493370270563
2007-10-18,Asset1,-0.03746871224895365
2007-10-19,Asset1,-0.02535978234208558
2007-10-22,Asset1,-0.006001535071745612
2007-10-23,Asset1,0.05588352533034335
2007-10-24,Asset1,0.004101376807315038
2007-10-25,Asset1,0.013245689120980009
2007-10-26,Asset1,0.023945196975768024
2007-10-29,Asset1,0.035704909357604064
2007-10-30,Asset1,-0.006290303418282961
2007-10-31,Asset1,0.005435553115015868
2007-11-01,Asset1,-0.005795922075916726
2007-11-02,Asset1,0.011241842142279967
2007-11-05,Asset1,-0.014344969836343813
2007-11-06,Asset1,-0.010397928397439027
2007-11-07,Asset1,-0.000717169678346119
2007-11-08,Asset1,-0.014457806297501041
2007-11-12,Asset1,-0.014327686307304188
2007-11-13,Asset1,0.013939542348581302
2007-11-14,Asset1,0.0425782217505406
2007-11-15,Asset1,-0.004344937623033451
2007-11-16,Asset1,-0.0008880093221157459
2007-11-19,Asset1,0.00013540290921176812
2007-11-20,Asset1,-0.02145523213041356
2007-11-21,Asset1,-0.0380304280250755
2007-11-22,Asset1,-0.007498531481609949
2007-11-23,Asset1,0.016170382095873848
2007-11-26,Asset1,0.02194845335963458
2007-11-27,Asset1,-0.005853462642060103
2007-11-28,Asset1,-0.014144959160006909
2007-11-29,Asset1,0.003035183231401506
2007-11-30,Asset1,0.02274338908222684
2007-12-03,Asset1,0.017743264934276137
2007-12-04,Asset1,-0.0011338281916026816
2007-12-05,Asset1,0.013937354542265412
2007-12-06,Asset1,0.0024747803556397496
2007-12-07,Asset1,0.0032914519173321555
2007-12-10,Asset1,-0.002293106720305693
2007-12-11,Asset1,0.022925527649050315
2007-12-12,Asset1,0.01017668697978591
2007-12-13,Asset1,-0.01643039147960168
2007-12-14,Asset1,-0.0017166937119070802
2007-12-17,Asset1,-0.044760849012045356
2007-12-18,Asset1,-0.006006611617188851
2007-12-19,Asset1,0.0015412113538595396
2007-12-20,Asset1,0.0026690484367299927
2007-12-24,Asset1,0.03790862701053488
2007-12-26,Asset1,0.014310521285565425
2007-12-27,Asset1,0.001770786146686909
